model,method,main_point_given,main_point_inferred,main_point_error (%),middle_point_given,middle_point_error (%),time
24,SLSQP,[0.59823781 0.21943285 0.49161669],[0.59823813 0.21943284 0.49161694],4.921160490213477e-05,[0.10764259 0.33569632 0.1977803 ],0.0006898092304916388,3.032541036605835
24,SLSQP,[0.9309169  0.10049777 0.52048822],[0.89612103 0.1015329  0.50177122],3.6894654115909713,[0.31043135 0.24720048 0.07393545],40.2334067615086,1.7573730945587158
24,SLSQP,[0.20748303 0.42843679 0.59188838],[0.20748247 0.42843588 0.59188714],0.00021509715641805584,[0.14462744 0.40473319 0.2742427 ],63.68095950770332,2.374707698822021
24,SLSQP,[0.52732261 0.21323894 0.51461067],[0.52807474 0.21485224 0.51362909],0.265005113330682,[0.43743443 0.26602319 0.01735519],47.567110369796225,7.688612699508668
24,SLSQP,[0.48238752 0.73598539 0.17700195],[0.44779921 0.67126673 0.16426129],8.297532278858124,[0.4971138  0.10174424 0.1136882 ],56.74864398698674,2.5618672370910645
24,SLSQP,[0.65399396 0.14785531 0.39868716],[0.65399456 0.14785493 0.39868676],0.00010437718998350642,[0.07127712 0.09963563 0.08822736],0.0005672219752082423,3.526057481765747
24,SLSQP,[0.13315664 0.3872406  0.38351392],[0.13315537 0.3872406  0.38351302],0.0002771934564928869,[0.02390955 0.39554657 0.37087559],0.00031767499189802763,3.3922333717346187
24,SLSQP,[0.58097576 0.0215267  0.24543195],[0.58096191 0.02147569 0.24538072],0.01166427236879218,[0.03989839 0.35702038 0.15529191],44.70064351495609,7.6628780364990225
24,SLSQP,[0.55828887 0.63794089 0.43643099],[0.55828755 0.6379407  0.4364312 ],0.00014164105115263044,[0.40717024 0.24741605 0.16472038],1.3477830608007414e-05,3.7375469207763667
24,SLSQP,[0.09728374 1.03625382 0.26290805],[0.08525    0.90479493 0.23849163],12.505572493138926,[0.05406237 0.24530663 0.23474457],22.251183417610555,3.785215854644776
24,SLSQP,[0.78830814 0.5264524  0.00621884],[0.7602988  0.50747882 0.00931283],3.5837038707500017,[0.42989181 0.11314994 0.15818922],37.04170775610336,3.4134860038757324
24,SLSQP,[0.12778491 0.8063039  0.41905874],[0.12775138 0.80599989 0.41874222],0.04796564677544134,[0.0060603  0.37960508 0.01081951],17.72926836275832,7.936035394668579
24,SLSQP,[0.08568376 0.36337252 0.53706612],[0.08568271 0.36337183 0.53706557],0.00020939437423609462,[0.27212467 0.30911447 0.00873231],52.27195966905421,6.784231185913086
24,SLSQP,[0.92871228 0.48040064 0.23663026],[0.89478813 0.46949917 0.23236245],3.3475560853924216,[0.29347405 0.29247099 0.16923043],5.71429137096046,1.834560871124268
24,SLSQP,[0.62742992 0.18821647 0.36852911],[0.62743022 0.18821626 0.36852872],7.117558492673054e-05,[0.46591293 0.00784591 0.21660394],0.00017405409340605786,4.298539161682129
24,SLSQP,[0.49173864 0.05447368 0.76633207],[0.49173833 0.05447385 0.76633134],8.853717596689586e-05,[0.13094523 0.0022546  0.34240307],0.0005029676623092528,2.9393064975738525
24,SLSQP,[0.39140291 0.5755346  0.31541859],[0.3914027  0.57553488 0.31541851],4.678614116481674e-05,[0.13726865 0.04338871 0.31833056],0.0011547114739818268,3.31106948852539
24,SLSQP,[0.13289061 0.12441609 0.48750176],[0.13289071 0.12441554 0.48750245],0.00016954877348423914,[0.0852877  0.00397472 0.1806392 ],0.0005363840437129252,4.8658082485198975
24,SLSQP,[0.16517024 0.42822175 0.50728251],[0.1651699  0.42822267 0.5072829 ],0.00015421682244688166,[0.0693756  0.49247873 0.14311795],0.001101108399578878,5.79126501083374
24,SLSQP,[0.8367843  0.12302521 0.69816958],[0.79964498 0.12239998 0.67073578],4.2105005576882855,[0.10985479 0.50305407 0.11610729],76.18136577760207,1.8719625473022459
24,SLSQP,[0.34396671 0.60399642 0.66925388],[0.34397156 0.60402867 0.66926205],0.003483659828079892,[0.22019661 0.39097551 0.02271857],28.21974262129304,8.162905931472777
24,SLSQP,[1.08350988 0.09087845 0.04139532],[0.83911601 0.10661768 0.05611709],22.54772309344209,[0.36387933 0.21220023 0.08259466],8.187108388266692,2.7789020538330083
24,SLSQP,[0.36653697 0.96335807 0.1488476 ],[0.32129285 0.81431173 0.13656476],15.0030812522701,[0.41434865 0.02617454 0.25338479],87.64792658283369,2.3467071056365967
24,SLSQP,[0.08012422 0.72544447 0.46297129],[0.08012409 0.72544422 0.46297102],4.495082184292804e-05,[0.04237612 0.29790939 0.4370998 ],0.00041664294927252186,3.1056275367736816
24,SLSQP,[0.01800315 0.83138953 0.41047139],[0.01799974 0.83138342 0.4104649 ],0.0010289853929399359,[0.36188686 0.00818749 0.30673899],48.8975994786211,7.687396049499513
24,SLSQP,[0.78795334 0.20246543 0.31424936],[0.78795339 0.20246534 0.31425018],9.469591686486692e-05,[0.47437742 0.04136309 0.13371302],0.0003372837768518456,3.4133760929107666
24,SLSQP,[0.49575986 0.57869673 0.2921916 ],[0.49546121 0.57829018 0.29199363],0.06640080926983209,[0.37614548 0.10009171 0.10490667],44.42397720134841,3.5524890422821045
24,SLSQP,[0.24780309 0.11143347 0.43514821],[0.24780235 0.11143354 0.43514757],0.0001917495191920172,[0.29527089 0.05122464 0.39083031],0.0011370045642687431,3.1645488739013667
24,SLSQP,[0.95153123 0.45431946 0.17533879],[0.79873301 0.40360236 0.1607034 ],15.123794621224565,[0.07315249 0.29531509 0.19328301],45.79218145524689,2.249213457107544
24,SLSQP,[0.91256402 0.2364261  0.00092158],[0.85581119 0.22775015 0.00591675],6.113232657058539,[0.02805165 0.27069709 0.41435647],77.11956576694638,2.0459640026092534
24,SLSQP,[0.39429243 0.54495406 0.7177946 ],[0.39429177 0.5449548  0.71779468],0.00010131326763236112,[0.2497073  0.35038955 0.11018306],8.637342612938571,4.177837371826172
24,SLSQP,[0.6818099  0.46959529 0.26165096],[0.66734387 0.46284146 0.25784352],1.8903355115971512,[0.03709736 0.39519985 0.21300406],51.30350063756361,2.1977033615112305
24,SLSQP,[0.28189495 0.17908209 0.93797059],[0.28189564 0.17908253 0.93796861],0.000214562463843714,[0.28565035 0.33914368 0.23044728],30.5101200990315,7.6746180057525635
24,SLSQP,[0.8701122  0.23813664 0.62062632],[0.83172817 0.23231088 0.59604886],4.1963467739996405,[0.09646933 0.27063379 0.08431815],54.40604650358608,1.7446556091308594
24,SLSQP,[0.00833082 0.18190561 1.01658056],[0.00833058 0.18190541 1.01657998],6.391414977661312e-05,[0.18213545 0.0585249  0.46504459],1.3273257957141835,3.04093074798584
24,SLSQP,[0.58226418 0.60659238 0.46851006],[0.58226389 0.60659233 0.46851042],4.847197508233993e-05,[0.08444944 0.53048931 0.10584288],12.813575595302124,6.0117716789245605
24,SLSQP,[0.36427162 0.41386811 0.01228598],[0.36427137 0.41386826 0.01228592],5.414261243465825e-05,[0.17192463 0.38128796 0.17357677],0.0022552179506796464,3.994896411895752
24,SLSQP,[0.28283934 0.52434616 0.4717515 ],[0.28283901 0.52434543 0.4717517 ],0.00010835802632143584,[0.22638231 0.25199715 0.26267096],0.0003910352324114809,4.199200630187988
24,SLSQP,[0.10574699 0.83454248 0.66728047],[0.10574604 0.83454155 0.66727964],0.00014614643520716926,[0.43244833 0.29327088 0.15854321],56.11632890322402,5.229285001754762
24,SLSQP,[0.53003492 0.36211578 0.22551465],[0.53003122 0.36211535 0.22551485],0.0005468705867629759,[0.12145849 0.22051154 0.33619217],6.659373900705582,7.959778070449829
24,SLSQP,[0.25148952 0.6205353  0.5166659 ],[0.25148994 0.62053463 0.51666612],9.668225018184808e-05,[0.19345569 0.46442838 0.14209936],78.41052710717655,2.4399709701538086
24,SLSQP,[0.68659706 0.34916289 0.52937055],[0.68659701 0.34916299 0.52937082],3.035463300846579e-05,[0.39717548 0.2224031  0.11642882],0.0004898505484583934,4.370314359664917
24,SLSQP,[0.42366473 0.68022589 0.68610007],[0.42366489 0.6802263  0.68609984],4.679499979872217e-05,[0.29560403 0.24009717 0.08329428],30.07445615793368,4.168381929397583
24,SLSQP,[0.93631642 0.36686527 0.14872094],[0.82219013 0.34365894 0.13426856],11.54432135250672,[0.05404755 0.4104584  0.04951295],62.78161501422393,3.7580626010894775
24,SLSQP,[0.50888175 0.73452997 0.20126222],[0.45746758 0.65774821 0.18038577],10.342563133193641,[0.22952711 0.20134807 0.0572003 ],23.143948356831512,2.5244476795196533
24,SLSQP,[0.59677193 0.11212066 0.8297289 ],[0.59677107 0.11212098 0.82972799],0.00012639069428076094,[0.37716294 0.11746219 0.25569882],9.95546142254955,4.089207172393799
24,SLSQP,[0.92486679 0.50026733 0.06044277],[0.73723226 0.38517276 0.06565378],20.905461383671398,[0.43624328 0.01286464 0.14785035],37.19162933165492,1.9619483947753904
24,SLSQP,[0.60981183 0.60285728 0.48883821],[0.60981142 0.60285707 0.4888386 ],6.124785099167758e-05,[0.14095177 0.30587963 0.21079776],0.0007755954838228887,3.333876371383667
24,SLSQP,[0.64224382 0.37489596 0.45254274],[0.64224456 0.37489615 0.45254245],9.365004529851263e-05,[0.40327459 0.05156319 0.1817018 ],0.00022074280821671549,4.345378637313844
24,SLSQP,[0.55184826 0.66037584 0.48594329],[0.55184809 0.66037587 0.48594338],1.998913571540672e-05,[0.25605593 0.18623155 0.25935756],0.002699776814610999,2.77482008934021
24,SLSQP,[0.3560408  1.00512604 0.02082147],[0.32076678 0.90620339 0.02756261],9.867524469830927,[0.12593558 0.10401744 0.26826087],80.5995430808441,4.552189111709595
24,SLSQP,[0.01768293 1.04216337 0.27944544],[0.01892915 1.00221203 0.27353333],3.744302901690518,[0.03568887 0.28759477 0.1751156 ],0.5174680103648038,7.662069082260133
24,SLSQP,[1.01765694 0.10683569 0.22274453],[0.85215361 0.10182729 0.22431669],15.81212103548054,[0.4725867  0.09869874 0.2573388 ],6.548868644115946,4.1429967880249015
24,SLSQP,[0.99567385 0.44374548 0.08554034],[0.82571323 0.36425261 0.08688019],17.160342145510715,[0.5030781  0.14857493 0.13041745],10.120683849516604,2.0815870761871342
24,SLSQP,[0.0569474  0.42877807 0.62579415],[0.05694782 0.4287779  0.62579472],9.656992421269008e-05,[0.32729776 0.10653534 0.39567108],0.0002799051440192788,3.33092737197876
24,SLSQP,[0.74659337 0.6547189  0.24440713],[0.64710644 0.59214531 0.20891685],12.005273558086015,[0.19704605 0.31666349 0.04528699],2.4714162259324097,2.1125459671020512
24,SLSQP,[0.63893414 0.00840973 0.70762132],[0.6389346  0.00840952 0.70762182],7.4503197796204e-05,[0.04539642 0.0601727  0.26085285],0.00047865615131329256,2.654524564743042
24,SLSQP,[0.02579126 0.4949017  0.6348666 ],[0.02579178 0.49490177 0.63486603],9.578366426589984e-05,[0.05319608 0.24124948 0.21910316],0.0001254380101242725,3.844786167144776
24,SLSQP,[0.26616641 0.8826704  0.45361085],[0.26616539 0.88266985 0.45361138],0.00012385316154323722,[0.02346192 0.1299702  0.49381292],39.159458694589425,3.8439998626708975
32,SLSQP,[0.38708353 1.17011107 0.70655333],[0.36817588 1.09989686 0.66150816],6.021038870481437,[0.39752475 0.56293099 0.25427309],19.834447805016172,6.0039167404174805
32,SLSQP,[0.46134336 0.8768789  0.04110383],[0.46134098 0.87687771 0.04117363],0.007042903790907414,[0.38912895 0.1609389  0.31224014],25.04636304984193,15.428385496139526
32,SLSQP,[0.98816176 0.72276109 0.27027053],[0.98791713 0.72224907 0.27010514],0.04714386366527039,[0.04536123 0.05402464 0.43187987],56.661973815680646,15.0271475315094
32,SLSQP,[0.56912457 0.60965292 0.32807803],[0.56903548 0.60964948 0.32806584],0.010040499273448156,[0.01609987 0.65594536 0.1457825 ],12.98500125005984,15.08029055595398
32,SLSQP,[5.15204436e-04 7.02316138e-01 9.06115866e-01],[5.15176555e-04 7.02316539e-01 9.06116556e-01],6.960270459210839e-05,[0.03663594 0.51994068 0.21376385],0.0003548026721038217,8.110162496566772
32,SLSQP,[0.09628203 1.33939661 0.36369824],[0.0968322  1.33799858 0.36420166],0.11389158896104973,[0.13591084 0.57991478 0.39564269],5.915950639287669,13.07408332824707
32,SLSQP,[0.71637533 0.16372125 0.36295326],[0.71637452 0.16372255 0.36295481],0.0002652239121540327,[0.21633403 0.3758942  0.53493062],1.1002866666846359e-05,9.845415830612184
32,SLSQP,[0.33932144 1.07777568 0.67942565],[0.33932104 1.07777423 0.67942547],0.00011456511248325657,[0.19401476 0.3877732  0.21008438],0.00011703866413775826,8.394500732421875
32,SLSQP,[0.44396022 0.05720705 1.38509872],[0.44395952 0.05720657 1.38509766],9.312776414416876e-05,[0.29772811 0.36243355 0.2752299 ],49.92305385631298,9.982629060745241
32,SLSQP,[0.87661522 1.07016773 0.03470668],[0.84817054 1.03460433 0.03551337],3.291412062223333,[0.43614504 0.11695688 0.18249634],58.114874723496605,10.401098012924193
32,SLSQP,[0.74934061 0.57096304 0.22398089],[0.74933997 0.57096159 0.2239826 ],0.00024037437535446435,[0.28231296 0.52080119 0.14702381],9.894623786699284e-05,8.076472282409668
32,SLSQP,[1.02867069 0.17929666 0.70985329],[1.02865401 0.17930267 0.70984608],0.0015159248008212028,[0.28087825 0.46067327 0.15858766],12.062164515544353,14.902754068374634
32,SLSQP,[0.76434367 0.21212764 0.06761246],[0.76430692 0.21208935 0.06768531],0.011322061383754795,[0.35064087 0.2119306  0.47031552],8.799364427365092,15.24226999282837
32,SLSQP,[0.00806339 0.15453474 1.4110867 ],[0.00806363 0.15453563 1.41108646],6.740463915030266e-05,[0.51317134 0.11687096 0.21112937],62.07856036616754,10.237940549850462
32,SLSQP,[0.75986841 1.17375199 0.1547586 ],[0.72878677 1.12742835 0.15019724],3.978647496613913,[0.28643362 0.00463481 0.18928989],86.10933277349903,11.868355512619019
32,SLSQP,[0.45231167 0.1854894  0.91933638],[0.45233395 0.18550503 0.91937718],0.0047101506081006295,[0.32271088 0.50903224 0.28832631],9.488000945314242,15.328426361083984
32,SLSQP,[0.02001194 1.4487216  0.18917005],[0.02089595 1.32935862 0.17354428],8.238995357505583,[0.36103005 0.10055563 0.0092674 ],92.03371522543426,10.084392786026
32,SLSQP,[0.52552999 1.37770994 0.17561559],[0.47945228 1.25714935 0.16730811],8.709525362024893,[0.25951516 0.03420243 0.44778329],85.75956567936967,8.036154747009277
32,SLSQP,[0.23447833 0.21720155 0.34335804],[0.23447775 0.21720033 0.34335644],0.00044490144832170586,[0.26759822 0.57404939 0.03731083],0.00041274660252128907,10.011038541793825
32,SLSQP,[0.37786045 0.32377154 1.16305563],[0.3778612  0.32377056 1.16305523],0.00010230454963849417,[0.00222678 0.26568618 0.49347394],0.00037039791897390865,6.380450010299683
32,SLSQP,[0.18379151 0.13903099 1.01868942],[0.18379122 0.13903058 1.01868836],0.00011221143771069744,[0.18490491 0.26642666 0.44039961],0.00016966108097551065,8.559121370315554
32,SLSQP,[0.36540817 0.23702868 0.73003043],[0.36540877 0.23702767 0.73002954],0.00017282260661034038,[0.1009828  0.21638502 0.22856887],0.004406470767078922,5.6553051471710205
32,SLSQP,[1.1372763  0.6214876  0.34845303],[1.11384442 0.61341313 0.34145243],1.9190081888140944,[0.51588929 0.41129578 0.14442136],8.185320700956307,14.028286933898926
32,SLSQP,[0.78805444 0.97053343 0.76587222],[0.78805096 0.97053009 0.76587033],0.00035304558210514053,[0.16477157 0.49668563 0.40476647],10.577066955405312,10.23250961303711
32,SLSQP,[0.403789   1.17915395 0.69526159],[0.37550952 1.12467305 0.65464023],5.157519994166863,[0.00588887 0.69361822 0.19207644],21.28195879087378,7.956317901611327
32,SLSQP,[1.23167308 0.46714741 0.27588668],[1.23086568 0.46714954 0.27500043],0.08907979919612632,[0.48399738 0.15643649 0.45029707],26.326225355331,13.920156240463257
32,SLSQP,[1.175308   0.62838187 0.38391219],[1.12060285 0.60300608 0.36993232],4.4633036115979525,[0.47687936 0.51620835 0.07651601],20.942031078869046,13.874412775039673
32,SLSQP,[0.19686751 0.17509352 0.3301655 ],[0.19689716 0.17510443 0.3301655 ],0.0074799052829769294,[0.48128963 0.45255086 0.31382708],3.130574239949361,14.090212106704712
32,SLSQP,[0.45378719 0.58208172 0.19666802],[0.45378476 0.58207437 0.19667274],0.0011868127921263374,[0.36790506 0.02486064 0.57659244],7.926222028968137,14.005634784698485
32,SLSQP,[1.05466559 0.01582927 0.42530653],[1.05462668 0.01585027 0.42532526],0.004221892345883493,[0.26032822 0.59456214 0.25833773],40.72012127296968,15.145900011062622
32,SLSQP,[0.85368075 0.0671824  1.18382546],[0.85368054 0.06718247 1.18382517],2.4693780246846515e-05,[0.30115644 0.19118235 0.54045733],7.968058903023302,5.463789939880371
32,SLSQP,[0.61660512 0.34747998 0.87295899],[0.61660603 0.34748048 0.87295964],0.00010812575627197296,[0.07939464 0.00341808 0.71993559],0.0001451820386918881,5.595907688140869
32,SLSQP,[0.25747753 0.14060311 0.98576818],[0.25747541 0.14060264 0.98576668],0.0002569699079879705,[0.67218553 0.07976276 0.0909812 ],98.46651413403376,7.861563682556152
32,SLSQP,[0.09470753 0.31083998 1.27106988],[0.09470799 0.31084034 1.27106873],9.824344462070112e-05,[0.32454884 0.61835139 0.07955728],87.62759249965424,13.61072063446045
32,SLSQP,[0.40056108 0.49314672 1.04646002],[0.40056018 0.49314635 1.04645861],0.00014011653360095322,[0.03750579 0.42434643 0.50945732],0.00013936105835458466,6.5106353759765625
32,SLSQP,[0.7917845  0.25728392 1.23492576],[0.78109739 0.25527567 1.21633288],1.4462246410163495,[0.52560846 0.37070733 0.23367086],50.27765082793086,3.6524622440338135
32,SLSQP,[1.20512355 0.73126931 0.42727469],[1.08108363 0.64314134 0.37889799],10.839627144626567,[0.57126171 0.17985993 0.15704414],5.174153984222682,8.976971387863161
32,SLSQP,[0.83501447 0.45753167 0.85831812],[0.83501394 0.45753208 0.85831778],5.852340373431778e-05,[0.22969289 0.63789029 0.22125483],16.41534841164005,13.251238346099855
32,SLSQP,[0.78343877 0.99903719 0.22316169],[0.78342952 0.99896748 0.22313101],0.0059525414548301965,[0.67565426 0.28373357 0.07758927],27.42381184378027,13.734389543533325
32,SLSQP,[0.39413318 1.1533603  0.34339009],[0.39413366 1.15335797 0.34338615],0.00036337129319375896,[0.22996642 0.69325997 0.06382675],0.0002316776993460841,6.931565999984741
32,SLSQP,[0.84575893 0.65306779 0.89881259],[0.84574002 0.6530606  0.8987969 ],0.0018334221927654344,[0.05281674 0.50746999 0.5498209 ],20.20093237008852,13.659059286117554
32,SLSQP,[0.88739088 0.43209292 0.57318296],[0.88736884 0.43209288 0.57315918],0.00284129575234122,[0.237998   0.30862629 0.25950278],7.007885486244184,13.707491397857664
32,SLSQP,[1.32959532 0.6212186  0.18866773],[1.1350686  0.56465611 0.17220945],13.736503537784396,[0.46774603 0.54723769 0.11725883],19.31529443403204,6.283888339996338
32,SLSQP,[0.25987663 1.45076052 0.21729861],[0.21555386 1.04425408 0.17164177],27.61851483505259,[0.3971178  0.25943802 0.18580004],50.2891903849246,6.082272529602051
32,SLSQP,[0.97393255 0.69129041 0.38087227],[0.9738879  0.69125711 0.38088115],0.004499186213748049,[0.36469678 0.11881198 0.01031866],15.502486486473636,13.778117895126345
32,SLSQP,[0.29588925 1.22214468 0.75988196],[0.29588883 1.22214365 0.75988237],8.059548509017067e-05,[0.0229729  0.50001433 0.32276889],0.00019089769090697563,5.409844636917113
32,SLSQP,[0.41326117 0.68403504 0.6975011 ],[0.41326182 0.68403554 0.69750159],8.972441880809618e-05,[0.31199869 0.28408075 0.49901256],4.479251354485194e-05,6.501847982406616
32,SLSQP,[1.01652587 0.5995615  0.38139193],[1.01652666 0.59955325 0.3814019 ],0.0010448177475795954,[0.41910258 0.4228757  0.11275114],0.4659419837720448,14.153488874435425
32,SLSQP,[0.57544136 1.25043267 0.03478214],[0.48530393 1.09835646 0.04738532],12.871488942310462,[0.242909   0.68515092 0.07875902],4.658132729676052e-05,11.399882078170776
32,SLSQP,[0.1303333  0.98375854 0.65350092],[0.13033131 0.98375323 0.65349993],0.0004841939199024124,[0.66655889 0.34256183 0.01832876],66.62020510183349,13.745641231536865
32,SLSQP,[0.72336045 0.16693702 1.22584419],[0.72335934 0.16693686 1.22584184],0.00018139261328591015,[0.53218637 0.35179767 0.33697645],32.8134850789058,5.880377531051637
32,SLSQP,[0.26516191 0.55775635 1.12768675],[0.26512582 0.55772969 1.12766894],0.003754706526714513,[0.34707573 0.38699532 0.03706929],87.15331721709717,14.84084439277649
32,SLSQP,[0.29339609 0.9105342  0.50876361],[0.29341046 0.91052696 0.50872685],0.0037033409108417907,[0.49912192 0.00335879 0.30652417],31.104597278610672,14.326344013214113
32,SLSQP,[0.97112087 0.92910653 0.27056661],[0.91534672 0.88245342 0.26828311],5.306475291049362,[0.3970747  0.47250831 0.31604152],12.989850483739374,6.288204908370973
32,SLSQP,[1.20243372 0.58075338 0.19234757],[1.1916575  0.57861548 0.19301061],0.8158093891362111,[0.21200606 0.28390722 0.64263004],64.9105624935876,14.383834838867188
32,SLSQP,[0.58302248 1.12768088 0.3942578 ],[0.58268433 1.12725216 0.39425628],0.04107696451693375,[0.00659076 0.280127   0.35201145],30.141057783973853,14.687289476394653
32,SLSQP,[0.91409045 0.97729037 0.26885686],[0.91459416 0.97536952 0.26765761],0.1699632583103844,[0.64505484 0.26524948 0.05180489],19.007144091726573,13.63449215888977
32,SLSQP,[0.45157741 0.51435624 1.24669898],[0.45153771 0.51434985 1.2466269 ],0.0058032584936630474,[0.38377098 0.30036484 0.01454714],67.31936912818155,14.122841358184814
32,SLSQP,[0.08701973 0.45788113 0.61886453],[0.08707898 0.4578547  0.61888592],0.008817990857695263,[0.47191241 0.04891432 0.47816441],17.227183050037652,13.864652872085571
32,SLSQP,[0.79870641 0.17621343 0.87913096],[0.79870667 0.17621368 0.87913135],4.419705083219099e-05,[0.03296042 0.15036675 0.12671982],0.00211555311428804,5.3376548290252686
32,SLSQP,[0.49594513 0.32175425 0.59520102],[0.49594585 0.32175454 0.5952022 ],0.0001686492162047883,[0.43386894 0.54547384 0.24252397],0.0005131548769863255,11.579697370529175
32,SLSQP,[0.54163549 0.15667975 1.03702263],[0.54163647 0.15668556 1.03702551],0.0005558338193149381,[0.64034826 0.11183306 0.17812547],52.03682486713743,14.39225459098816
32,SLSQP,[0.86668208 0.72066795 0.71544037],[0.86668175 0.72066697 0.71544025],7.850140274158434e-05,[0.4985858  0.20733573 0.47023798],0.0012909278178435163,5.466259479522705
32,SLSQP,[0.74910029 0.30173057 0.1636309 ],[0.74889087 0.30195813 0.16364769],0.037586466564087685,[0.1828371  0.39741964 0.21551635],23.032047026195322,13.832656383514404
32,SLSQP,[0.76624506 0.35342096 0.27400617],[0.76626904 0.35340097 0.27403235],0.004592316309974285,[0.22784281 0.71227482 0.01185153],30.98977585503384,13.926618576049805
32,SLSQP,[0.61437381 0.15669765 0.3740351 ],[0.61437229 0.15669832 0.37403339],0.00032319766649713564,[0.28364115 0.40511938 0.020368  ],0.0021506696507049847,6.674501895904541
32,SLSQP,[0.35870234 0.16433055 0.69771632],[0.35864985 0.16430361 0.69769196],0.00796295266525297,[0.36626723 0.65058495 0.01039729],28.840237187511264,13.794983863830565
32,SLSQP,[0.72770172 0.87282885 0.61297566],[0.72770204 0.87282768 0.61297593],9.645410611307756e-05,[0.32759835 0.51480952 0.01325633],15.111931243901301,11.132817506790161
32,SLSQP,[1.18058317 0.68556177 0.17304862],[1.09649048 0.6540187  0.16080954],6.586908969858348,[0.48170904 0.57166378 0.02757786],17.25537306392807,8.046174287796019
32,SLSQP,[0.18224542 1.08512065 0.92111691],[0.18224578 1.08511974 0.92111723],7.206322164363764e-05,[0.64178346 0.1527572  0.21818226],64.0374366328604,11.272887468338013
32,SLSQP,[0.71689965 0.12858536 1.08228746],[0.71689913 0.12858703 1.08228623],0.0001637093782628896,[0.01422582 0.29023413 0.23408233],2.9861589237467132e-05,8.367336988449098
32,SLSQP,[0.15450385 0.19465984 1.23447053],[0.15447885 0.19467713 1.23445554],0.002691741946076455,[0.52321072 0.39054434 0.26586405],63.13249511977628,14.01310968399048
32,SLSQP,[0.95991511 0.92810613 0.09567789],[0.95289307 0.92028896 0.09536004],0.7853285360122217,[0.5156553  0.21578049 0.13313927],23.377289932544212,9.720138311386107
32,SLSQP,[1.18183159 0.89857125 0.05509308],[1.05569111 0.78687691 0.04661167],11.35506649085495,[6.26489718e-01 2.20700945e-01 1.10494530e-05],11.485296543790588,9.297887563705443
32,SLSQP,[0.07554154 0.91176069 0.72868897],[0.07554396 0.91176099 0.72868799],0.0002254268400444963,[0.6249044  0.32513882 0.08390811],29.842036188790125,14.099957466125488
32,SLSQP,[0.50309548 0.23232247 0.62157135],[0.50309586 0.23232278 0.62157078],9.047873985133304e-05,[0.41858283 0.36441081 0.27343622],0.0008775725516831066,7.069705247879027
32,SLSQP,[0.09029872 0.98692049 0.75776802],[0.09026248 0.98688915 0.75775119],0.00407041012117469,[0.53557161 0.26817343 0.02466706],57.19254222111881,13.793306350708008
32,SLSQP,[0.66144173 1.25203212 0.08369032],[0.65037781 1.22042722 0.08318782],2.360923234757598,[0.25851012 0.22421292 0.15297775],38.93904696208561,13.991937160491945
32,SLSQP,[0.10822173 0.46636672 1.35177622],[0.10822252 0.46636634 1.3517764 ],6.215272628415662e-05,[6.11483988e-04 6.99511234e-01 6.13316205e-02],64.78028390880989,11.661734580993652
32,SLSQP,[1.09010054 0.62335389 0.35327883],[1.08980007 0.6229352  0.35330903],0.03957313425262059,[0.03620747 0.60033207 0.43273195],59.72787602018937,14.412513017654419
32,SLSQP,[0.6258927  1.11304701 0.46540235],[0.62573914 1.11257058 0.46533161],0.03719604460021087,[0.029615   0.36843262 0.31526969],15.040815340593765,15.420206785202026
32,SLSQP,[0.72678222 0.61471324 0.34412443],[0.72678497 0.61471415 0.3441246 ],0.00028614064664459697,[0.31581756 0.6369024  0.10684517],0.0004836271708621022,7.027538776397705
32,SLSQP,[0.28572353 0.94852497 0.85890868],[0.28572302 0.94852353 0.85890881],0.00011714089249860752,[0.10818832 0.0484105  0.11453663],0.00010746260526660846,9.094938039779665
32,SLSQP,[0.72373708 0.42973486 1.03394008],[0.72373727 0.42973452 1.03393953],5.080996471628341e-05,[0.01747627 0.09396788 0.45540758],0.00023617691512847755,5.707908630371094
32,SLSQP,[0.39663918 1.1279313  0.33372553],[0.39632971 1.12803113 0.33372887],0.026196751561824758,[0.38160275 0.57478164 0.0007686 ],6.303008071863845,14.16081166267395
32,SLSQP,[0.30963204 0.30527652 0.98560014],[0.30972672 0.30517181 0.98558149],0.013218193665089036,[0.39386102 0.54381572 0.30175452],36.571331780251626,19.911911249160767
32,SLSQP,[1.28322309 0.75151632 0.08994078],[1.0981111  0.6497646  0.09303948],14.180140890483475,[0.20281533 0.01470271 0.32653425],66.4943353372958,5.6571900844573975
32,SLSQP,[0.14733727 0.78802038 0.03432071],[0.14756884 0.78766712 0.03440951],0.05379168320872524,[0.31446939 0.07193917 0.25095618],19.528408465356893,14.266018152236938
32,SLSQP,[0.53458619 0.32079223 0.25089359],[0.5345863  0.32079269 0.25089302],0.00010999717643718491,[0.42831148 0.22276138 0.1926489 ],0.0053163770067097904,5.40779709815979
32,SLSQP,[0.38508176 1.27492811 0.03541159],[0.35818783 1.15125872 0.02991906],9.50840021169775,[0.42824565 0.60291658 0.00635691],16.33606593577706,12.041122913360596
32,SLSQP,[1.36560933 0.41623409 0.28146655],[1.18105316 0.34687043 0.27261401],13.563124897940634,[0.65348045 0.051679   0.33248863],17.408355646075908,5.9923954010009775
32,SLSQP,[1.15389462 0.25643731 0.58664505],[1.11436365 0.24135623 0.57181014],3.39760902908063,[0.59971461 0.02977408 0.38313652],3.2304334029068373,5.15210485458374
