,model,method,main_point_given,main_point_inferred,main_point_error (%),middle_point_given,middle_point_error (%),time
37,modello_8.urdf,SLSQP,[0.09914752 0.07696934 0.11316911],[0.09914847 0.07696852 0.11316894],0.0007484627851972203,[0.05512234 0.07337853 0.11420681],-1,0.11036014556884766
38,modello_8.urdf,SLSQP,[0.1120576  0.1847837  0.04458589],[0.11205906 0.18478543 0.04458768],0.001306700061694133,[0.08905908 0.06320499 0.06897164],-1,0.09383964538574219
39,modello_8.urdf,SLSQP,[0.11778062 0.25071212 0.11364106],[0.11159658 0.24229081 0.10978853],3.719265747310505,[0.10113512 0.0173373  0.04840244],-1,0.05783724784851074
40,modello_8.urdf,SLSQP,[0.00741275 0.22163938 0.11137784],[0.0074123  0.22163931 0.11137863],0.0003683268320401759,[0.07981845 0.06434288 0.00425641],-1,0.10164856910705566
41,modello_8.urdf,SLSQP,[0.13388389 0.22263011 0.02655943],[0.13388384 0.22262787 0.02655987],0.0008743519782546242,[0.02358288 0.04758855 0.07625019],-1,0.08964824676513672
42,modello_8.urdf,SLSQP,[0.18867758 0.22917015 0.00036844],[0.16505131 0.21299357 0.00040405],9.645907297863962,[0.02320147 0.04482503 0.04248323],-1,0.0611724853515625
43,modello_8.urdf,SLSQP,[0.23284175 0.11735379 0.12824979],[0.19068135 0.10830063 0.11837338],15.224177326438273,[0.00520673 0.11833812 0.02311769],-1,0.056954145431518555
44,modello_8.urdf,SLSQP,[0.21083626 0.07487412 0.15524995],[0.18918991 0.07163784 0.14859525],8.400367951629795,[0.10168433 0.07941341 0.01512741],-1,0.05710148811340332
45,modello_8.urdf,SLSQP,[0.1100205  0.08218989 0.26166464],[0.10682347 0.0806916  0.25674451],2.049273014038241,[0.04572886 0.08670228 0.04164591],-1,0.052222251892089844
46,modello_8.urdf,SLSQP,[0.06596789 0.26560863 0.07607978],[0.06596774 0.26560757 0.07607978],0.00037509082895083215,[0.01961261 0.003433   0.12671822],-1,0.09297776222229004
47,modello_8.urdf,SLSQP,[0.10465656 0.15598888 0.08008015],[0.10465599 0.15598894 0.08007877],0.0007298786203299999,[0.08804536 0.01497472 0.03279414],-1,0.10504698753356934
48,modello_8.urdf,SLSQP,[0.00254422 0.23284061 0.00385769],[0.00254297 0.2328418  0.00385748],0.0007472052993140818,[0.07000061 0.04616153 0.04288107],-1,0.08363890647888184
49,modello_8.urdf,SLSQP,[0.06968703 0.11746635 0.21107514],[0.06968693 0.11746576 0.21107496],0.0002496158790464856,[0.03273186 0.12539316 0.01249548],-1,0.11191773414611816
50,modello_8.urdf,SLSQP,[0.10505946 0.04292004 0.05982143],[0.10505968 0.04291967 0.05982105],0.0004436352266346975,[0.1349925  0.06350138 0.01311588],-1,0.12358307838439941
51,modello_8.urdf,SLSQP,[0.03135963 0.02974892 0.08327708],[0.03346263 0.03168163 0.08876357],6.592386526829298,[0.08150953 0.07448931 0.03663065],-1,0.07211899757385254
52,modello_8.urdf,SLSQP,[0.23884347 0.09927432 0.13009457],[0.19329651 0.09193796 0.12037317],16.28416824579503,[0.02202476 0.00367855 0.11794618],-1,0.05677175521850586
53,modello_8.urdf,SLSQP,[0.14797446 0.12912991 0.10380991],[0.14797473 0.12913288 0.10380991],0.0013437087464394021,[0.11228547 0.0257279  0.05872217],-1,0.09258437156677246
54,modello_8.urdf,SLSQP,[0.00401841 0.20643709 0.05970863],[0.00401928 0.20643389 0.05970676],0.001771289328250939,[0.05076403 0.1108863  0.03512321],-1,0.09219145774841309
55,modello_8.urdf,SLSQP,[0.09692718 0.23974137 0.01948905],[0.09692702 0.2397406  0.01948863],0.00034280125516375715,[0.01566299 0.05968822 0.00455849],-1,0.08959746360778809
56,modello_8.urdf,SLSQP,[0.14278313 0.03269857 0.06668925],[0.14278249 0.03269806 0.06668979],0.0006070718939667146,[0.07194015 0.0150137  0.12521211],-1,0.10827112197875977
57,modello_8.urdf,SLSQP,[0.28791913 0.01775761 0.07337174],[0.19918441 0.02069388 0.08453889],30.06299358648719,[0.02188681 0.01499514 0.04627505],-1,0.05331134796142578
58,modello_8.urdf,SLSQP,[0.14098043 0.17252139 0.01780301],[0.14097987 0.17252048 0.01780211],0.0006274746343601086,[0.0320941  0.08686648 0.01946715],-1,0.09313559532165527
59,modello_8.urdf,SLSQP,[0.17299669 0.02335762 0.24088498],[0.154615   0.02179335 0.22587112],7.995449443018875,[0.09136096 0.08367317 0.0123793 ],-1,0.0514833927154541
60,modello_8.urdf,SLSQP,[0.1637885  0.07524316 0.14770807],[0.16378857 0.07524283 0.14770714],0.0004247952081330292,[0.01338307 0.05761412 0.09620233],-1,0.10100674629211426
61,modello_8.urdf,SLSQP,[0.16109227 0.24489791 0.02629447],[0.14811279 0.23309234 0.02502296],5.977188459821525,[0.08346135 0.12338042 0.00882268],-1,0.05368757247924805
62,modello_8.urdf,SLSQP,[0.00109057 0.04654636 0.03913437],[0.00110197 0.07657731 0.06433662],64.45870927882503,[0.07071958 0.02729759 0.12479078],-1,0.05694866180419922
63,modello_8.urdf,SLSQP,[0.26461408 0.06738455 0.0815345 ],[0.1999838  0.06628059 0.08047997],22.685829856587645,[0.05555    0.13873091 0.00054616],-1,0.053922414779663086
64,modello_8.urdf,SLSQP,[0.10569975 0.27620446 0.02004672],[0.1025812  0.27100605 0.0196689 ],2.049084576176258,[0.05747153 0.03222526 0.08333417],-1,0.0736701488494873
65,modello_8.urdf,SLSQP,[0.28785099 0.0261436  0.01557389],[0.19381961 0.05604283 0.03353509],34.648529987537906,[0.00024082 0.09247252 0.08164878],-1,0.08103489875793457
66,modello_8.urdf,SLSQP,[0.24174017 0.0981684  0.08081428],[0.19878283 0.09437774 0.07778456],15.827166161342035,[0.07058827 0.05310197 0.0693304 ],-1,0.060648202896118164
67,modello_8.urdf,SLSQP,[0.01062931 0.22003594 0.18097883],[0.01062961 0.22003746 0.18098079],0.0008771705390250485,[0.10552111 0.04863019 0.0840825 ],-1,0.08489394187927246
68,modello_8.urdf,SLSQP,[0.01835741 0.21674765 0.13516259],[0.01835705 0.21674781 0.13516374],0.0004754440730456986,[0.04424159 0.07000364 0.06282121],-1,0.0973360538482666
69,modello_8.urdf,SLSQP,[0.21212652 0.11427073 0.14091712],[0.18674039 0.10815655 0.13335149],9.73957169589325,[0.10272693 0.04561935 0.01230649],-1,0.057181596755981445
70,modello_8.urdf,SLSQP,[0.19231399 0.17746711 0.12115985],[0.17173995 0.16732082 0.11415731],8.317307997586592,[0.08789907 0.11249966 0.01034016],-1,0.06353759765625
71,modello_8.urdf,SLSQP,[0.00786478 0.29123983 0.03892274],[0.00786404 0.29123954 0.03892556],0.0009951253357410256,[0.05985486 0.08131859 0.10161336],-1,0.08165931701660156
72,modello_8.urdf,SLSQP,[0.02139089 0.16297164 0.08280675],[0.02138958 0.16297204 0.08281002],0.0019266051665042577,[0.09777449 0.04728573 0.06321587],-1,0.09938573837280273
73,modello_8.urdf,SLSQP,[0.26278194 0.14050657 0.01778193],[0.19757596 0.1301386  0.01663834],22.120990219886966,[0.00998345 0.08757442 0.08979583],-1,0.05786252021789551
74,modello_8.urdf,SLSQP,[0.02476606 0.01177458 0.09304859],[0.02556112 0.01214813 0.09592436],3.0997753244259982,[0.10323539 0.09018568 0.01032549],-1,0.08582353591918945
75,modello_8.urdf,SLSQP,[0.09975574 0.15178174 0.13981773],[0.09975421 0.15178186 0.13981818],0.0006976747624119602,[0.1207088  0.02199016 0.01722264],-1,0.10416293144226074
76,modello_8.urdf,SLSQP,[0.081353   0.26721919 0.07269614],[0.0813525  0.26721962 0.07269677],0.00031305074621397873,[0.0490745  0.07156153 0.00271458],-1,0.1029205322265625
77,modello_8.urdf,SLSQP,[0.11678441 0.2568363  0.01399197],[0.11678589 0.25683271 0.01399139],0.0013905697168994512,[0.04884273 0.12783307 0.05552041],-1,0.09458541870117188
78,modello_8.urdf,SLSQP,[0.15596879 0.18596702 0.05225322],[0.15596932 0.18596575 0.05225328],0.0005551872281032503,[0.03819874 0.05636351 0.0096958 ],-1,0.11165237426757812
79,modello_8.urdf,SLSQP,[0.05581229 0.17874548 0.14076831],[0.05581222 0.17874499 0.1407672 ],0.0005197727002502449,[0.07416765 0.00203162 0.04522771],-1,0.1142270565032959
80,modello_8.urdf,SLSQP,[0.26426207 0.0469908  0.04704309],[0.19800077 0.05651571 0.05657138],24.813720164661746,[0.06023197 0.06203814 0.11407617],-1,0.07400870323181152
81,modello_8.urdf,SLSQP,[0.07015919 0.00649283 0.2012076 ],[0.07015732 0.00649223 0.20120816],0.0009555408837230198,[0.13806143 0.05254445 0.00843581],-1,0.11666464805603027
82,modello_8.urdf,SLSQP,[0.22022763 0.0784836  0.16514076],[0.1872073  0.07304991 0.15403004],12.318719722152684,[0.09922078 0.07283492 0.03112119],-1,0.05670523643493652
83,modello_8.urdf,SLSQP,[0.15320569 0.04457769 0.23005897],[0.15041003 0.04411598 0.22764073],1.3305270519033252,[0.12022342 0.05255229 0.05513716],-1,0.06240272521972656
84,modello_8.urdf,SLSQP,[0.05328895 0.11718435 0.06914718],[0.05328927 0.11718442 0.06914791],0.0005468620732453102,[0.07791866 0.02610376 0.0290423 ],-1,0.10465884208679199
85,modello_8.urdf,SLSQP,[0.05616953 0.1430104  0.1449202 ],[0.05616979 0.14301088 0.14491856],0.0008214529290233326,[0.06037971 0.11505733 0.05611092],-1,0.12694048881530762
86,modello_8.urdf,SLSQP,[0.07847718 0.18902625 0.09506177],[0.07847658 0.18902464 0.09506196],0.0007651429822492012,[0.02616741 0.08956305 0.0066754 ],-1,0.12666726112365723
87,modello_8.urdf,SLSQP,[0.00677097 0.20185026 0.1920094 ],[0.0067709  0.20184915 0.19200928],0.0004038335470228447,[0.00661803 0.05950452 0.11928882],-1,0.1105344295501709
88,modello_8.urdf,SLSQP,[0.17920873 0.00243724 0.22299041],[0.16491718 0.00237936 0.21319662],6.055972014623109,[0.00014572 0.10937064 0.00996677],-1,0.03968477249145508
89,modello_8.urdf,SLSQP,[0.13387888 0.09686502 0.15284373],[0.13387842 0.09686474 0.15284346],0.00026820467829287377,[0.10302683 0.03374004 0.01963894],-1,0.11259794235229492
90,modello_8.urdf,SLSQP,[0.11271692 0.03958282 0.01282222],[0.11271663 0.03958338 0.01282257],0.0005996544583252386,[0.05320251 0.10508527 0.04856162],-1,0.13275671005249023
91,modello_8.urdf,SLSQP,[0.01748831 0.10914094 0.08175036],[0.01748927 0.10914084 0.08174959],0.0008983065609886653,[0.10023197 0.02103866 0.05325183],-1,0.15178346633911133
92,modello_8.urdf,SLSQP,[0.04173554 0.27424498 0.10987136],[0.04173605 0.27424453 0.1098716 ],0.00024076589442943656,[0.0088376  0.02973727 0.11547382],-1,0.1109004020690918
93,modello_8.urdf,SLSQP,[0.09345676 0.07658832 0.01689623],[0.09345583 0.07659059 0.01689564],0.002071321939064727,[0.01661282 0.08997832 0.10513264],-1,0.09804248809814453
94,modello_8.urdf,SLSQP,[0.14889308 0.16017348 0.19907826],[0.13831533 0.1532641  0.19050858],5.162310777901283,[0.00349308 0.03798143 0.02383194],-1,0.06388139724731445
95,modello_8.urdf,SLSQP,[0.03562361 0.10416324 0.07625777],[0.03562362 0.10416014 0.07625638],0.002536907741130873,[0.05591105 0.03478733 0.07194666],-1,0.08623623847961426
96,modello_8.urdf,SLSQP,[0.18193654 0.09398882 0.1485006 ],[0.18193587 0.09398773 0.14850013],0.000537859449648686,[0.08184589 0.00315127 0.10782668],-1,0.0888359546661377
97,modello_8.urdf,SLSQP,[0.13328834 0.05533957 0.00728292],[0.13328653 0.05533924 0.00728227],0.001348386235514893,[0.03309534 0.13619897 0.03089039],-1,0.10199570655822754
98,modello_8.urdf,SLSQP,[0.16497923 0.00169855 0.03182311],[0.16497913 0.00169939 0.03182333],0.0005198803270167593,[0.03920611 0.06887778 0.09980902],-1,0.07948923110961914
99,modello_8.urdf,SLSQP,[0.20291927 0.20540193 0.04914016],[0.17542734 0.19071466 0.04565309],10.708579187150063,[0.02720044 0.12608559 0.05115054],-1,0.061066627502441406
100,modello_8.urdf,SLSQP,[0.05600204 0.12403303 0.18619708],[0.05600285 0.1240342  0.1861979 ],0.0007119773109389315,[0.02939737 0.11555839 0.02449833],-1,0.11923694610595703
101,modello_8.urdf,SLSQP,[0.03366993 0.11183069 0.17343843],[0.03366911 0.11182956 0.17343811],0.000682166763504204,[0.0406506  0.09777711 0.09033352],-1,0.12108540534973145
102,modello_8.urdf,SLSQP,[0.13694137 0.02600358 0.04979548],[0.13694227 0.02600424 0.04979588],0.0008029541521427511,[0.01525377 0.02524011 0.12603029],-1,0.11018967628479004
103,modello_8.urdf,SLSQP,[0.13072746 0.19179618 0.14619315],[0.13072702 0.19179712 0.14619249],0.0004476340089724751,[0.04961383 0.14058803 0.00522512],-1,0.08941388130187988
104,modello_8.urdf,SLSQP,[0.26422172 0.09609911 0.00922021],[0.20000637 0.09738778 0.00929399],22.832175852619514,[0.08346927 0.01028749 0.05194416],-1,0.11200380325317383
105,modello_8.urdf,SLSQP,[0.12228227 0.06730138 0.2436436 ],[0.12228249 0.06730244 0.24364355],0.00038665539270379723,[0.0238214  0.01297162 0.08654511],-1,0.11234164237976074
106,modello_8.urdf,SLSQP,[0.06786999 0.26314008 0.00999672],[0.06787085 0.26314026 0.00999635],0.0003508225760222681,[0.03573506 0.05403252 0.09441903],-1,0.08676528930664062
107,modello_8.urdf,SLSQP,[0.20930666 0.18223096 0.04743829],[0.18428968 0.17204888 0.04472781],9.641557753575402,[0.09380803 0.03248066 0.02475988],-1,0.054219722747802734
108,modello_8.urdf,SLSQP,[0.11045551 0.0288949  0.18358721],[0.11045674 0.02889515 0.18358615],0.0007593915420220219,[0.08122156 0.02663627 0.05533292],-1,0.1489708423614502
109,modello_8.urdf,SLSQP,[0.04339723 0.26122434 0.06594792],[0.04339474 0.26122387 0.06594827],0.0009371624587594336,[0.05629569 0.04120285 0.12299746],-1,0.09377574920654297
110,modello_8.urdf,SLSQP,[0.07936355 0.16729781 0.2005856 ],[0.07936242 0.16729874 0.20058464],0.0006418608901658692,[0.01914559 0.01289502 0.11324081],-1,0.0997459888458252
111,modello_8.urdf,SLSQP,[0.03177441 0.26489793 0.10128272],[0.03177427 0.26489719 0.10128255],0.00026967534166537897,[0.02974707 0.06032986 0.09642319],-1,0.08943676948547363
112,modello_8.urdf,SLSQP,[0.09535566 0.05491948 0.11494589],[0.09535624 0.05491916 0.11494682],0.0007164916081375977,[0.03087337 0.07253229 0.12167639],-1,0.11613607406616211
113,modello_8.urdf,SLSQP,[0.09303359 0.20499195 0.06993292],[0.09303424 0.20499235 0.06993332],0.0003646496981258676,[0.00026    0.13797742 0.04892662],-1,0.09642505645751953
114,modello_8.urdf,SLSQP,[0.16491457 0.09278944 0.00671773],[0.16491503 0.09279023 0.00671785],0.0004886484961733387,[0.00136315 0.10145968 0.08684015],-1,0.07747268676757812
115,modello_8.urdf,SLSQP,[0.18972717 0.07930223 0.13488515],[0.1897268  0.0793024  0.13488468],0.00025267525019132117,[0.10312743 0.04500231 0.04383121],-1,0.10017108917236328
116,modello_8.urdf,SLSQP,[0.01403865 0.26007199 0.03052567],[0.0140381  0.26007287 0.03052556],0.0003974215757694879,[0.01540312 0.12443041 0.06991641],-1,0.09581208229064941
117,modello_8.urdf,SLSQP,[0.14608298 0.02780786 0.10569675],[0.14608023 0.02780489 0.1056958 ],0.0022787371607052892,[0.07905542 0.01636967 0.08470914],-1,0.09187126159667969
118,modello_8.urdf,SLSQP,[0.03289704 0.00975374 0.24604262],[0.03289848 0.00975391 0.24604328],0.0006436774664550155,[0.12125926 0.03263926 0.03647145],-1,0.10618329048156738
119,modello_8.urdf,SLSQP,[0.1381461  0.20095056 0.12256692],[0.13814773 0.20094987 0.12256634],0.0006805294381343215,[0.09875858 0.04914981 0.01630503],-1,0.09665298461914062
120,modello_8.urdf,SLSQP,[0.11299387 0.02243773 0.00011504],[0.11299284 0.02243892 0.00011447],0.0014512800682016595,[0.08284719 0.07741881 0.0778575 ],-1,0.09813332557678223
121,modello_8.urdf,SLSQP,[0.04974505 0.14167419 0.19551295],[0.04974491 0.14167466 0.19551299],0.00019844511356455365,[0.08829349 0.00646669 0.05999118],-1,0.10894203186035156
122,modello_8.urdf,SLSQP,[0.11538994 0.05538201 0.17395819],[0.11538917 0.05538015 0.17395792],0.000938354033809582,[0.12158445 0.03660057 0.01833676],-1,0.09228038787841797
123,modello_8.urdf,SLSQP,[0.10517881 0.23358417 0.0946591 ],[0.10517948 0.23358399 0.09465985],0.0003748585236369272,[0.04346842 0.05214294 0.04207629],-1,0.08846020698547363
124,modello_8.urdf,SLSQP,[0.13793643 0.19429698 0.15999686],[0.13458593 0.19144435 0.15762195],1.7422010374655441,[0.04712391 0.13268371 0.0208333 ],-1,0.06925845146179199
125,modello_8.urdf,SLSQP,[0.28621896 0.01763864 0.02889732],[0.19429383 0.03438634 0.05706387],33.86068909499743,[0.0373724  0.13909084 0.04162776],-1,0.0787661075592041
126,modello_8.urdf,SLSQP,[0.17481771 0.073259   0.13251184],[0.17481683 0.07325827 0.13251216],0.0005120975660203183,[0.10605047 0.03455295 0.00532835],-1,0.09473133087158203
127,modello_8.urdf,SLSQP,[0.19329674 0.06939491 0.0238943 ],[0.19329728 0.06939544 0.02389535],0.0006230725755436928,[0.07151765 0.07860693 0.06157495],-1,0.10293436050415039
128,modello_8.urdf,SLSQP,[0.04711446 0.28630355 0.01513816],[0.04711355 0.28630375 0.01513876],0.0003846510518149056,[0.07341186 0.03341074 0.08287079],-1,0.09566521644592285
129,modello_8.urdf,SLSQP,[0.10564357 0.14888706 0.04837442],[0.10564408 0.14888677 0.04837432],0.0003134541646946655,[0.03572102 0.03648702 0.06188231],-1,0.11276912689208984
130,modello_8.urdf,SLSQP,[0.03910008 0.08556724 0.03723892],[0.03909792 0.08556875 0.03723899],0.0026057870594239792,[0.05517049 0.0200862  0.01597947],-1,0.12834692001342773
131,modello_8.urdf,SLSQP,[0.06084245 0.22969575 0.11987578],[0.06084246 0.22969485 0.11987495],0.00046078825731832757,[0.03339234 0.04924094 0.10036972],-1,0.0938718318939209
132,modello_8.urdf,SLSQP,[0.13269707 0.1734089  0.14435263],[0.13269585 0.17341023 0.14435313],0.0007138584909600283,[0.01230682 0.01255571 0.11047965],-1,0.10564303398132324
133,modello_8.urdf,SLSQP,[0.08452307 0.1560858  0.17487119],[0.08452212 0.15608245 0.17487373],0.0017262347392681394,[0.06564234 0.12361695 0.05234267],-1,0.11218500137329102
134,modello_8.urdf,SLSQP,[0.13221618 0.22213573 0.13031117],[0.12859598 0.21840539 0.12812872],1.9474578242715896,[0.12531321 0.04401348 0.06904054],-1,0.07669281959533691
135,modello_8.urdf,SLSQP,[0.02171346 0.14637811 0.23124208],[0.02171362 0.14637776 0.23124261],0.00023755591213838918,[0.05115454 0.11109358 0.02729798],-1,0.10867762565612793
136,modello_8.urdf,SLSQP,[0.04189345 0.12957327 0.07653979],[0.04189194 0.12956926 0.07654331],0.003554315912267233,[0.06964929 0.10041131 0.02465201],-1,0.09761643409729004
137,modello_8.urdf,SLSQP,[0.047511   0.18128438 0.04812656],[0.0475111  0.18128436 0.04812471],0.0009587526715508382,[0.12076346 0.05115164 0.07256386],-1,0.10328388214111328
138,modello_8.urdf,SLSQP,[0.10258966 0.16917205 0.20606016],[0.10258855 0.16917598 0.20606361],0.0018727252276608886,[0.02742399 0.06962282 0.00903915],-1,0.08703970909118652
139,modello_8.urdf,SLSQP,[0.11499506 0.06807328 0.26661093],[0.10983235 0.0661014  0.25888246],3.1858696319951183,[0.10185807 0.0129456  0.0041586 ],-1,0.05855989456176758
140,modello_8.urdf,SLSQP,[0.16218326 0.08671067 0.0381773 ],[0.16218425 0.0867101  0.03817628],0.0008167847241053674,[0.01020254 0.14469099 0.00644512],-1,0.0959627628326416
141,modello_8.urdf,SLSQP,[0.08350868 0.24926299 0.05734475],[0.08350404 0.2492686  0.05734556],0.0027220490779375044,[0.13395691 0.01308356 0.0247451 ],-1,0.07538819313049316
142,modello_8.urdf,SLSQP,[0.12098941 0.26269337 0.06028773],[0.1162066 0.2561455 0.058797 ],2.7906538228955733,[0.11671471 0.03599159 0.07194117],-1,0.09751152992248535
143,modello_8.urdf,SLSQP,[0.21477085 0.17053837 0.11650931],[0.17920362 0.15596143 0.10652789],13.328082476142308,[0.11195622 0.07017549 0.01733479],-1,0.07441091537475586
